Name,Team,Competition,Season,Minutes,Primary Position,Nationality,Date of Birth,All Goals,NP Goals,xG,xG/Shot,Shots,Goal Conversion%,Shooting%,Shot Touch%,Penalty Conversion%,PSxG,Assists,xG Assisted,Key Passes,OP Assists,OP xG Assisted,OP Key Passes,SP Assists,SP xG Assisted,SP Key Passes,Scoring Contribution,xG & xG Assisted,Shots & Key Passes,O/U Performance,Dribbles,Successful Dribbles,Failed Dribbles,Dribble%,Fouls Won,Penalty Wins,Dispossessed,Turnovers,Interceptions,PAdj Interceptions,Clearances,PAdj Clearances,Defensive Actions,Aggressive Actions,Blocks/Shot,Defensive Regains,Average DA X,Ball Recov. F2,Ball Recoveries,Tackles,Tack&Int,Tack/DP%,PAdj Tackles,PAdj Tack&Int,Fouls,Dribbles Stopped%,Dribbled Past,Aerial Win%,Aerial Wins,Errors,Pressures,PAdj Pressures,Pressure Regains,Counterpressures,Counterpress Regains,Average Pressure X,Pressures F2,Pressures F2%,Counterpressures F2,Counterpressures F2%,Yellow Cards,2nd Yellows,Red Cards,OP Passes,Passing%,Long Balls,L/R Footedness%,Long Ball%,Pr. Long Balls,UPr. Long Balls,Passes Pressured%,Pr. Pass%,Pr. Pass% Dif.,Average Pass X,Deep Progressions,xGBuildup,xGChain,Carries,Carry%,Carry Length,OP F3 Passes,PintoB,OP Passes Into Box,SP PintoB,Passes Inside Box,Touches In Box,PinTin,Throughballs,Successful Box Cross%,Successful Crosses,Crossing%,Deep Completions,Pass Forward%,Pass Sideways%,Pass Backward%,F3 Pass Forward%,F3 Pass Sideways%,F3 Pass Backward%,Pass Length,Pr. Pass Length,Pass Length Ratio,Pr. Pass Length%,Pr. Pass Length Dif.,Succ. Pass Length,Succ.Pr. Pass Length,Goals Conceded,PSxG Faced,GSAA,Save%,xSv%,Shot Stopping%,xG Faced,Shots Faced,Shots Faced OT%,All Shots Faced,Positioning Error,Penalties Faced,Penalties Conceded,GK Aggressive Dist.,Claims%,Pass into Danger%,Pass into Pressure%,Positive Outcome,Positive Outcome%,Pass OBV,D&C OBV,DA OBV,Shot OBV,Goalkeeper OBV,OBV
Jonathan González,Juárez,Liga MX,2024/2025,1253,Left Defensive Midfielder,Mexico,12/04/99,0,0,0,0.01,0.14,0,0,0,,0,0,0.01,0.29,0,0.01,0.29,0,0,0,0,0.01,0.43,-0.01,0.14,0.14,0,100,1.22,0,0.86,0.57,1.58,1,2.16,1.73,17.24,9.41,0.03,4.45,35.59,3.23,7.97,1.22,2.8,74,0.82,1.82,0.65,50,0.43,50,0.5,0,15.37,11.52,3.09,2.87,0.22,39.49,4.17,27,1.08,38,0.22,0,0,35.56,89,2.16,8,73,2.51,2.59,16,83,-6,44.11,2.01,0.34,0.35,28.02,95,2.91,3.45,0.07,0.07,0,0,0,0.07,0.07,0,0,,0,20,69,11,23,71,6,19.51,18.46,0.98,98,-1.05,19.04,18.08,0,0,0,0,0,,0,0,,0,0,0,0,0,0,15,9,2.74,25,0.02,0.02,0.04,0,,0.08
Jonathan Herrera,Tigres UANL,Liga MX,2024/2025,1796,Left Wing,Mexico,22/05/01,0.25,0.2,0.13,0.06,2.2,9,45,3,100,0.15,0.05,0.08,1.25,0.05,0.08,1.25,0,0,0,0.25,0.21,3.46,0.04,2.35,1.25,1.1,53,2.05,0.05,2.81,3.56,0.9,0.94,0.65,0.71,15.03,6.61,0.01,3.61,53.22,2.86,5.26,1.1,2,55,1.35,2.29,1,22,0.9,45,1.25,0.05,12.98,14.54,2.3,2.56,0.35,56.61,7.77,60,2.35,92,0.1,0,0,26.55,72,1,11,57,0.95,1.45,31,69,-3,61.62,3.36,0.35,0.48,32.51,81,6.53,10.07,0.75,0.75,0,0.55,5.46,6.21,0.05,47,0.7,33,0.95,15,72,14,14,75,11,16.33,14.08,1,107,-2.26,16.3,15.12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,24,10,5.47,33,-0.04,0.14,0.02,-0.05,,0.06
Jonathan Perlaza,Querétaro,Liga MX,2024/2025,631,Left Back,Ecuador,12/09/97,0,0,0,0.02,0.14,0,100,0,,0,0,0.05,0.71,0,0.04,0.57,0,0.01,0.14,0,0.05,0.86,-0.05,0.57,0.29,0.29,50,1.71,0,0.29,0.57,1.28,0.85,1.28,0.54,16.55,7.99,0,5.71,33.18,1.43,4.56,2,3.28,58,1.17,2.02,1.43,29,1.43,29,0.29,0,13.12,6.95,3.71,1.28,0.43,34.95,3.28,25,1,78,0.14,0,0,27.39,79,1.57,95,61,1.85,2,13,55,-24,52.79,3.28,0.32,0.33,25.67,97,3.7,6.7,1.28,0.86,0.43,0,0.29,1.14,0,56,0.71,33,0,21,68,11,15,79,6,18.09,19.71,0.95,80,1.62,17.12,15.86,0,0,0,0,0,,0,0,,0,0,0,0,0,0,23,15,4.18,39,0.1,0.01,0.02,0,,0.13
Jonathan Yael Padilla Sandoval,Guadalajara,Liga MX,2024/2025,1144,Left Midfielder,Mexico,18/12/05,0.31,0.31,0.19,0.11,1.73,18,36,3,,0.2,0.16,0.07,1.18,0.16,0.05,0.87,0,0.02,0.31,0.47,0.26,2.91,0.21,3.23,1.49,1.73,46,0.87,0,3.7,4.41,0.16,0.14,0.47,0.39,28.96,14.87,0.02,5.04,48.47,4.09,7.08,2.83,2.99,62,2.92,3.06,1.73,30,1.73,21,0.55,0,24.55,24.42,3.86,5.11,0.31,49.82,11.96,49,4.01,78,0.16,0,0,26.36,79,1.57,14,39,1.18,3.3,22,73,-7,63.92,3.46,0.51,0.58,31.47,77,6.54,11.41,1.26,0.79,0.47,0.24,3.3,4.09,0.08,31,0.71,36,0.39,16,67,17,14,64,22,19.42,18.69,0.87,94,-0.73,16.82,17.62,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,6,5.36,33,0.03,0.05,0.09,0,,0.17
Jonathan dos Santos,América,Liga MX,2024/2025,1766,Left Defensive Midfielder,Mexico,25/04/90,0,0,0.02,0.05,0.41,0,13,0,,0,0,0.01,0.31,0,0.01,0.31,0,0,0,0,0.03,0.71,-0.03,1.38,0.97,0.41,70,1.17,0,1.17,1.17,2.09,2.45,0.97,0.99,20.74,11.62,0.01,5.1,41.68,3.97,10.55,2.5,4.59,75,2.87,5.32,1.43,48,0.82,50,0.36,0,16.81,17.61,3.67,3.21,0.51,42.92,6.37,38,1.38,43,0.25,0,0,59.62,93,4.33,4,77,1.68,4.89,16,90,-3,46.27,6.62,0.55,0.57,51.57,96,4.4,11.11,0.2,0.2,0,0.1,0.46,0.66,0,0,0.05,33,0.05,16,76,8,20,76,4,19.47,19.03,0.97,102,-0.44,18.94,19.44,0,0,0,0,0,,0,0,,0,0,0,0,0,0,10,7,4.09,38,0.02,0.07,0.04,-0.02,,0.12
Jordan Sierra,Mazatlán,Liga MX,2024/2025,2305,Right Defensive Midfielder,Ecuador,22/04/97,0.04,0.04,0.07,0.09,0.82,5,33,1,,0.09,0.04,0.06,0.62,0.04,0.06,0.62,0,0,0,0.08,0.14,1.44,-0.06,0.78,0.39,0.39,50,1.52,0,0.86,1.33,1.17,0.99,1.05,0.71,19.56,9.6,0,4.18,41.61,5,10.5,1.68,2.85,69,1.39,2.38,0.59,44,0.74,42,0.39,0.08,17.34,14.14,3.16,3.28,0.55,43.65,5.9,34,2.07,63,0.08,0,0,35.84,86,1.99,17,76,1.33,2.34,14,80,-6,51.65,4.65,0.29,0.34,30.53,94,4.59,8.75,0.31,0.31,0,0.12,1.33,1.64,0.08,0,0.04,50,0.16,19,71,10,23,69,8,18.31,16.06,1,107,-2.24,18.26,17.21,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,8,3.37,27,0.03,0.05,0.01,0.01,,0.11
Jordi Cortizo,Monterrey,Liga MX,2024/2025,1122,Centre Attacking Midfielder,Mexico,29/06/96,0.16,0.16,0.08,0.07,1.12,14,29,1,,0.1,0.08,0.13,1.12,0.08,0.12,0.96,0,0,0.16,0.24,0.2,2.25,0.04,4.09,2.49,1.6,61,3.85,0,3.13,5.38,0.64,0.7,0.48,0.62,29.37,14.68,0,4.81,50.29,3.37,6.66,2.57,3.21,63,2.86,3.56,1.52,41,1.52,33,0.4,0,25.35,29.26,4.17,5.3,0.16,50.9,12.6,50,3.93,74,0.4,0,0,37.55,85,1.85,86,66,0.64,2.65,21,81,-4,57.92,5.05,0.38,0.51,46.46,84,4.86,12.84,1.36,1.04,0.32,0.4,3.37,4.41,0.08,41,0.64,67,0.56,15,70,15,17,64,19,16.77,13,1,108,-3.77,16.71,14.05,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,9,6.13,46,0.04,0.02,0.02,-0.04,,0.04
Jordy Alcívar,León,Liga MX,2024/2025,467,Centre Attacking Midfielder,Ecuador,04/08/99,0,0,0.05,0.04,1.16,0,50,1,,0.02,0,0.09,1.35,0,0.07,0.96,0,0.02,0.39,0,0.14,2.5,-0.14,0.77,0.39,0.39,50,0.39,0,1.35,2.7,1.54,1.73,0.19,0.12,20.99,9.63,0.02,4.04,42.95,4.24,10.98,0.39,1.93,29,0.59,2.32,1.54,17,0.96,50,0.39,0,19.07,18.62,3.27,3.85,0.39,43.98,6.36,33,1.93,50,0,0,0,32.35,76,4.24,4,81,0.77,4.62,19,65,-11,46.9,3.27,0.26,0.3,29.47,88,5,5.01,0.96,0.39,0.58,0,0.58,0.96,0,20,0.19,25,0.19,18,73,9,27,50,23,21.41,17.37,1.02,108,-4.03,21.79,18.84,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,7,5.85,42,0.02,0.05,-0.1,-0.02,,-0.06
Jordán Carrillo,Santos Laguna,Liga MX,2024/2025,1594,Centre Attacking Midfielder,Mexico,29/11/01,0,0,0.06,0.04,1.35,0,33,1,,0.03,0,0.13,1.92,0,0.07,1.13,0,0.05,0.79,0,0.19,3.27,-0.19,3.73,2.2,1.52,59,4.29,0,2.2,3.67,0.68,0.7,0.17,0.17,23.6,11.35,0.01,3.84,45.87,3.56,7.4,1.64,2.31,67,1.39,2.08,1.47,44,0.79,19,0.28,0,20.49,19.51,3.1,3.78,0.45,47.49,8.69,42,2.77,73,0.11,0,0,39.69,81,3.44,9,56,0.45,5.87,21,82,1,55.79,6.27,0.35,0.42,46.4,89,5.99,10.9,1.69,0.62,1.07,0.17,1.52,2.15,0.11,30,0.68,33,0.23,12,75,13,16,73,12,19.7,14.3,0.92,99,-5.4,18.09,14.16,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,7,6.02,43,0.05,0.1,0.01,-0.04,,0.13
Jorge Agustín Rodríguez,Monterrey,Liga MX,2024/2025,3641,Centre Defensive Midfielder,Argentina,14/09/95,0.02,0.02,0.02,0.04,0.62,4,12,0,,0.01,0,0.03,0.57,0,0.03,0.57,0,0,0,0.02,0.06,1.19,-0.03,0.27,0.17,0.1,64,0.64,0,0.3,0.57,1.43,1.69,2.15,2.33,20.34,11.49,0.04,5.56,37.65,4.52,10.38,2.64,4.08,70,3.43,5.12,1.26,54,1.11,56,1.31,0.05,16.44,19.99,3.93,3.31,0.42,40.63,5.31,32,1.71,51,0.17,0,0,50.08,88,5.07,10,72,2.94,6.28,15,83,-5,47.32,5.61,0.41,0.44,36.65,98,2.95,10.31,0.4,0.4,0,0.02,0.79,1.19,0.15,6,0.02,33,0.1,21,72,7,21,75,4,21.57,18.64,0.97,101,-2.93,20.84,18.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,14,8,5.1,34,0.06,0.05,0.08,-0.02,,0.17
Jorge Alejandro Rodríguez Hernández,Puebla,Liga MX,2024/2025,721,Left Wing Back,Mexico,02/09/01,0,0,0.02,0.04,0.5,0,0,0,,0,0,0.04,0.5,0,0.04,0.5,0,0,0,0,0.06,1,-0.06,1.12,0.5,0.62,44,0.62,0,0.87,1.5,0.87,0.27,2.62,1.01,18.84,9.36,0,2.25,33.9,2.5,5.24,2,2.87,73,1.26,1.52,0.75,33,0.75,44,1,0,16.1,8.75,2,1.87,0.12,36.57,4.49,28,1.62,87,0.25,0,0,24.83,73,1.37,85,38,2.99,3.24,18,65,-9,56.76,2.87,0.08,0.1,22.33,90,4.36,5.74,0.5,0.37,0.12,0.12,1.12,1.5,0,50,0.37,38,0.12,31,56,13,35,50,15,17.93,14.47,0.88,102,-3.47,15.83,14.72,0,0,0,0,0,,0,0,,0,0,0,0,0,0,32,16,1.63,20,0.09,0.02,0.01,-0.03,,0.09
Jorge Berlanga,Pachuca,Liga MX,2024/2025,1359,Right Back,Mexico,17/07/03,0,0,0,0.01,0.13,0,50,0,,0,0.07,0.03,0.46,0.07,0.03,0.46,0,0,0,0.07,0.03,0.6,0.04,0.33,0.13,0.2,40,0.13,0,0.13,0.53,1.79,1.38,3.05,2.6,16.82,8.34,0.08,4.17,32.03,1.59,5.83,1.85,3.64,72,1.44,2.82,1.72,67,0.73,59,1.59,0,13.24,11.39,2.91,2.18,0.26,36.9,3.38,26,1.13,52,0.33,0.07,0,33.24,82,2.52,14,52,3.64,4.24,11,56,-26,44.14,3.97,0.14,0.16,26.09,98,3.95,5.43,0.46,0.33,0.13,0.07,0.26,0.6,0.07,14,0.07,20,0.07,31,64,6,45,51,4,21.24,21.03,0.92,77,-0.2,19.49,16.29,0,0,0,0,0,,0,0,,0,0,0,0,0,0,25,16,2.67,18,0.06,0.02,0.05,0,,0.13
Jorge García,Cruz Azul,Liga MX,2024/2025,103,Right Centre Midfielder,Mexico,21/01/02,0,0,0,,0,,,0,,0,0,0.08,0.88,0,0.08,0.88,0,0,0,0,0.08,0.88,-0.08,0,0,0,,1.75,0,3.5,0.88,3.5,3.05,1.75,2.16,37.66,16.64,0.13,4.38,42.91,0.88,3.5,0.88,4.38,50,1.16,4.21,0.88,50,0.88,,0,0,35.91,30.53,3.5,3.5,0.88,45.7,15.77,44,0.88,25,0.88,0,0,28.03,74,3.5,17,67,2.63,4.38,15,60,-14,51.49,3.5,0.1,0.18,30.66,89,5.22,5.26,0,0,0,0.88,1.75,1.75,0,,0.88,50,0.88,32,62,6,33,67,0,22.11,22.13,0.94,41,0.02,20.69,9.12,0,0,0,0,0,,0,0,,0,0,0,0,0,0,6,3,1.23,18,-0.11,0.14,0.19,,,0.22
Jorge Guzmán,Atlas,Liga MX,2024/2025,463,Left Wing Back,Mexico,12/12/03,0,0,0.02,0.04,0.58,0,33,0,,0.05,0.19,0.06,0.97,0.19,0.05,0.78,0,0,0.19,0.19,0.08,1.56,0.12,2.33,1.56,0.78,67,0.58,0,1.17,2.92,1.17,0.96,1.17,1.05,13.62,5.64,0,3.31,43.59,3.89,9.53,1.36,2.53,78,1.17,2.13,0.97,33,0.39,71,0.97,0,11.28,9.84,2.72,0.97,0.19,44.88,4.67,41,0.97,100,0.19,0,0,27.42,77,1.36,86,50,1.95,1.95,22,67,-10,53.22,3.7,0.2,0.25,27.62,87,6.74,6.81,1.75,1.36,0.39,0.19,0.78,2.14,0,44,1.36,47,0.19,21,64,14,20,71,9,17.53,16.22,0.91,88,-1.31,16.03,14.31,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,16,4.12,29,0.17,0.09,0.01,0.01,,0.28
Jorge Ruvalcaba,Pumas UNAM,Liga MX,2024/2025,1784,Right Wing Back,Mexico,22/07/01,0.2,0.2,0.25,0.12,2.07,10,37,3,,0.18,0.05,0.07,1.01,0.05,0.07,0.96,0,0,0.05,0.25,0.32,3.08,-0.07,1.66,0.81,0.86,48,0.4,0,1.97,3.08,0.45,0.56,0.15,0.11,27.03,13.21,0.01,3.83,53.66,2.77,4.74,2.07,2.52,73,2.2,2.77,1.41,50,0.76,19,0.15,0,23.65,21.43,3.23,4.14,0.35,53.94,13.01,55,3.23,78,0.3,0.05,0,23.1,76,1.36,5,52,0.71,2.07,25,71,-5,62.49,3.28,0.39,0.54,27.64,84,6.8,8.93,1.06,0.96,0.1,0.55,4.39,5.35,0.15,33,0.81,31,0.61,13,68,20,14,62,24,18.81,16.38,0.94,95,-2.43,17.6,15.53,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,10,4.72,31,0.01,0.11,0,0.03,,0.15
Jorge Salim Hernández Soriano,Querétaro,Liga MX,2024/2025,903,Goalkeeper,Mexico,06/12/98,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.2,0,0,0,0,0,0,0,0,0,0,7.47,2.27,0,3.19,0,0,,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,,0.1,0,0,11.26,56,4.68,22,33,2.09,12.06,12,33,-23,8.82,1.59,0.06,0.06,7.67,100,5.31,0.4,0.2,0.1,0.1,0,0,0.1,0,0,0,,0,55,45,0,100,0,0,50.33,56.38,0.66,69,6.05,33.38,39.01,1.2,0.87,-0.33,69,78,-8,1.02,3.89,30,13.15,1.41,0.1,0.1,14.66,1,16,2,1.18,10,0.11,0.02,0,,-0.42,-0.29
Jorge Sánchez,Cruz Azul,Liga MX,2024/2025,3062,Right Wing Back,Mexico,09/12/97,0.03,0.03,0.08,0.1,0.82,4,39,1,0,0.07,0.09,0.1,1.12,0.09,0.1,1.06,0,0,0.06,0.12,0.18,1.94,-0.06,2.26,0.94,1.32,42,0.71,0,1.2,2.65,1.12,1.28,1.53,1.59,16.31,7.88,0.02,4.23,41.27,2.82,6.35,1.79,2.91,66,2.27,3.55,1.23,46,0.91,40,0.53,0.03,13.34,16,2.94,2.62,0.5,45.3,6.08,46,2.09,80,0.09,0,0.03,38.03,82,2.79,18,62,1.88,4.17,13,73,-9,52.86,3.5,0.48,0.58,37.85,90,4.99,10.99,1.65,1.35,0.29,0.53,3.29,4.64,0.06,52,1.06,39,0.62,16,71,13,13,71,16,19.39,16.36,0.96,100,-3.03,18.53,16.35,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,12,6.25,38,0.14,0.06,0.04,-0.01,,0.23
Jose Rodrigo Pachuca Martinez,Puebla,Liga MX,2024/2025,1749,Right Centre Back,Mexico,23/07/05,0,0,0.01,0.04,0.31,0,17,0,,0,0,0,0.1,0,0,0.1,0,0,0,0,0.02,0.41,-0.02,0.82,0.62,0.21,75,0.41,0,0.51,0.62,1.39,0.64,3.6,1.86,16.32,8.03,0.07,4.43,27.88,2.21,8.23,1.85,3.24,86,0.9,1.54,1.13,89,0.31,69,1.85,0.1,13.38,6.58,2.68,1.24,0.21,32.19,2.21,17,0.77,63,0.15,0,0,24.7,73,2.11,9,43,4.37,4.17,16,64,-9,39.42,1.44,0.24,0.24,18.94,94,4.12,2.06,0.05,0.05,0,0,0.31,0.36,0,100,0.05,50,0,32,63,5,20,68,13,24.4,22.61,0.88,93,-1.79,21.35,20.93,0,0,0,0,0,,0,0,,0,0,0,0,0,0,19,7,1.72,16,0.02,0.02,0.06,-0.02,,0.09
Joshua Strimling,América,Liga MX,2024/2025,99,Centre Back,Mexico,18/03/03,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.91,0.24,2.72,0.73,9.07,5.44,0,2.72,25.99,0.91,3.63,1.81,2.72,100,0.49,0.73,0,,0,0,0,0,7.26,1.94,1.81,0.91,0,30,0.91,13,0.91,100,0,0,0,14.52,84,0,25,0,2.72,1.81,11,50,-34,28.69,0,0.59,0.59,11.8,100,4.45,0.91,0,0,0,0,0,0,0,,0,,0,32,47,21,0,100,0,21.7,28.91,0.81,86,7.22,17.62,24.94,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,1.81,10,-0.01,0,0.12,,,0.11
Josué Colmán,Mazatlán,Liga MX,2024/2025,658,Centre Attacking Midfielder,Paraguay,24/07/98,0.27,0.27,0.27,0.07,3.69,7,26,5,,0.23,0,0.16,1.91,0,0.09,1.09,0,0.07,0.82,0.27,0.43,5.61,-0.16,2.46,1.5,0.96,61,0.82,0,3.01,2.6,0.14,0.22,0.14,0.05,10.26,4.65,0.01,1.5,61.87,4.65,6.02,0.55,0.68,50,0.57,0.79,0.14,0,0.55,0,0,0,9.57,9.61,1.23,2.46,0,62.36,7.39,77,2.33,94,0,0,0,28.59,71,3.15,13,57,0.27,5.33,13,59,-12,68.33,4.65,0.28,0.53,33.24,84,6.68,12.86,3.28,2.46,0.82,0.14,3.01,5.47,0.27,21,0.68,25,0.14,17,70,13,20,68,12,21.39,15.04,0.91,101,-6.35,19.53,15.17,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,5,7.1,40,0.16,0.13,0,-0.06,,0.24
Josué Colmán,Querétaro,Liga MX,2024/2025,830,Left Centre Midfielder,Paraguay,24/07/98,0,0,0.04,0.03,1.73,0,13,2,0,0,0.43,0.1,1.73,0.11,0.06,0.98,0.33,0.04,0.76,0.43,0.14,3.47,0.29,2.6,1.08,1.52,42,0.54,0,1.95,3.04,0.43,0.17,0.54,0.24,17.24,9.32,0.02,3.14,44.99,2.49,4.66,1.41,1.84,65,0.64,0.8,0.22,36,0.76,25,0.11,0,15.61,7.41,2.28,3.14,0.43,48.07,6.72,43,1.84,59,0,0,0,22.98,78,2.28,17,48,1.08,4.23,21,79,1,60.38,4.12,0.33,0.36,25.36,82,6.38,9,1.84,0.76,1.08,0.11,0.76,1.52,0,24,0.65,40,0.33,16,70,15,20,66,13,20.78,16.49,0.92,96,-4.29,19.12,15.77,0,0,0,0,0,,0,0,,0,0,0,0,0,0,16,7,6.32,54,0.02,0.06,0.01,-0.05,,0.03
José Abella,Juárez,Liga MX,2024/2025,1128,Right Back,Mexico,09/02/94,0,0,0.02,0.09,0.24,0,33,0,,0.05,0.08,0.03,0.72,0,0.02,0.48,0.08,0.01,0.24,0.08,0.05,0.96,0.03,0.24,0.08,0.16,33,0.72,0,0.56,0.8,1.28,0.97,3.59,2.72,12.36,5.98,0.03,3.51,30.11,2.55,7.66,1.99,3.27,61,1.46,2.43,0.72,62,1.28,71,1.2,0,9.73,7.1,1.99,0.72,0,34.04,1.91,20,0.48,67,0.24,0,0,35.34,79,3.67,16,56,4.79,5.34,8,70,-9,47.43,4.39,0.28,0.3,28.24,97,3.16,6.3,0.48,0.32,0.16,0,0.4,0.72,0,33,0.24,30,0,37,54,9,33,51,16,22.54,25.64,0.92,102,3.1,20.85,26.05,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,11,3.72,27,0.13,0.03,0.01,-0.01,,0.15
José Abella,Santos Laguna,Liga MX,2024/2025,1704,Right Back,Mexico,09/02/94,0,0,0.01,0.05,0.26,0,40,0,,0.03,0.11,0.09,1.21,0.05,0.07,0.9,0.05,0.02,0.32,0.11,0.1,1.48,0,0.16,0.11,0.05,67,1,0,0.37,0.58,1.37,1.14,2.85,2.7,14,7.66,0.03,5.92,33.33,2.38,7.55,1.74,3.12,65,1.48,2.61,0.69,50,0.95,42,1.06,0.05,11.57,10.92,3.75,1.53,0.37,37.44,3.64,32,0.85,55,0.11,0,0,36.81,75,4.49,9,52,3.96,7.45,11,68,-7,50.2,3.59,0.22,0.25,29.68,97,3.24,7.13,1.9,1,0.9,0.16,0.95,1.95,0.05,28,0.74,33,0.16,31,61,8,38,50,12,22.74,21.81,0.92,99,-0.93,20.85,21.56,0,0,0,0,0,,0,0,,0,0,0,0,0,0,27,14,5.44,39,0.23,0.04,-0.02,0,,0.25
José Alvarado,León,Liga MX,2024/2025,894,Centre Forward,Mexico,14/03/00,0.3,0.3,0.18,0.08,2.11,14,38,6,,0.18,0.2,0.08,0.6,0.2,0.08,0.6,0,0,0,0.5,0.26,2.72,0.24,0.91,0.3,0.6,33,0.2,0,1.11,2.72,0,0,0.3,0.31,15.5,7.35,0.01,2.62,58.24,2.52,4.33,1.41,1.41,70,1.62,1.62,1.01,33,0.6,49,2.31,0,13.08,12.85,2.21,1.81,0,59.7,8.86,68,1.61,89,0.1,0,0,13.99,77,0.3,27,38,0.5,0.6,31,63,-14,57.51,1.61,0.24,0.36,13.79,74,4.79,4.63,0.2,0.2,0,0.4,3.22,3.42,0,0,0,0,0.6,15,65,21,13,70,17,16.72,16.52,0.94,88,-0.2,15.63,14.52,0,0,0,0,0,,0,0,,0,0,0,0,0,0,17,8,2.63,18,0,0,0.07,0.04,,0.12
José Alvarado,Monterrey,Liga MX,2024/2025,465,Centre Forward,Mexico,14/03/00,0.19,0.19,0.18,0.07,2.51,8,15,7,,0.07,0,0.03,0.58,0,0.03,0.58,0,0,0,0.19,0.21,3.09,-0.02,2.13,0.97,1.16,45,0.77,0,0.97,2.13,0.39,0.68,0,0,24.17,12.96,0,4.25,61.39,2.13,2.51,1.16,1.55,55,1.46,2.14,0.77,29,0.97,19,0.97,0,22.24,29.28,4.06,3.29,0.77,61.93,15.47,70,2.9,88,0,0,0,12.38,76,0.39,25,40,0,0.97,25,78,1,59.42,1.55,0.19,0.32,14.31,81,5.24,4.45,0.19,0.19,0,0.39,5.41,5.61,0,100,0.19,20,0.39,10,69,21,13,70,17,16.54,13.19,0.97,104,-3.35,16.06,13.7,0,0,0,0,0,,0,0,,0,0,0,0,0,0,22,8,3.07,17,-0.03,-0.04,0.02,-0.09,,-0.15
José Castillo,Guadalajara,Liga MX,2024/2025,2622,Left Back,Mexico,01/12/01,0,0,0.04,0.08,0.48,0,14,0,,0,0.07,0.02,0.34,0.07,0.02,0.27,0,0,0.07,0.07,0.06,0.82,0.01,0.72,0.48,0.24,67,0.31,0,0.51,0.72,1.2,1.15,1.54,1.96,13.08,6.38,0.04,3.6,36.01,2.44,7.82,1.72,2.92,76,1.94,3.09,0.96,64,0.55,53,0.93,0.03,10.4,11.06,2.3,1.89,0.31,40.07,3.5,34,1.41,75,0.1,0.03,0,37.51,85,1.68,12,49,2.23,2.71,13,68,-17,46.19,3.29,0.34,0.35,30.61,97,4.17,6.69,0.48,0.41,0.07,0,1.1,1.51,0.03,36,0.17,21,0.03,25,65,10,26,63,12,18.05,19.05,0.94,94,1,16.99,17.97,0,0,0,0,0,,0,0,,0,0,0,0,0,0,18,11,3.44,25,0.07,0.04,0,-0.04,,0.07
José Corona,Tijuana,Liga MX,2024/2025,1061,Goalkeeper,Mexico,25/01/81,0,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0.08,0.13,0.17,0.17,0,7.04,2.85,0,3.14,0,0,,0,0,0,,0,,0,0.08,0.17,0.23,0,0,0,7.65,0,0,0,,0,0,0,27.32,86,4.92,14,55,1.95,7.13,19,78,-8,14.76,0.17,0.2,0.2,22.82,100,4.23,0.17,0,0,0,0,0,0,0,,0,,0,34,66,0,100,0,0,29.15,29.83,0.85,84,0.68,24.79,25.17,1.36,1.37,0.01,68,68,0,1.31,4.24,39,10.86,1.92,0.25,0.17,16.69,2,13,4,1.72,11,0.04,0.05,0,,-0.04,0.05
José Eduardo Castillo Liñán,Pachuca,Liga MX,2024/2025,101,Right Back,Mexico,15/02/04,0,0,0,,0,,,0,,0,0,0.09,0.89,0,0.09,0.89,0,0,0,0,0.09,0.89,-0.09,1.78,0.89,0.89,50,0,0,0,1.78,0.89,1.16,1.78,2.32,21.34,7.11,0,7.11,38.09,3.56,7.11,2.67,3.56,100,3.48,4.64,0.89,,0,100,0.89,0,17.78,23.2,5.33,2.67,0,39.63,5.33,30,2.67,100,0,0,0,44.45,82,0,5,0,1.78,1.78,9,60,-22,54.6,5.33,0.22,0.22,39.12,95,3.15,10.67,2.67,1.78,0.89,0.89,0.89,2.67,0,33,0.89,50,0.89,30,60,11,33,50,17,19.14,14.54,0.98,143,-4.6,18.8,20.73,0,0,0,0,0,,0,0,,0,0,0,0,0,0,21,9,3.91,27,0.2,0.07,0.08,,,0.35
